"Year","countrycode","Cluster","Total_Allocations","Targeted_People","Reached_People"
"2014","DRC","Coordination and Support Services","3796969.75","0","0"
"2014","DRC","Education","1305045.1400000001","23921","2182"
"2014","DRC","Emergency Shelter and NFI","3481034.0195","70146","33651"
"2014","DRC","Food Security","15551304.8931","358378","194929"
"2014","DRC","Health","3576382.92","129883","38210"
"2014","DRC","Logistics","5922331.34","60385","1110"
"2014","DRC","Multi-Sector","7814431","535082","0"
"2014","DRC","Nutrition","6753282.9648","106241","90088"
"2014","DRC","Protection","6061375.4022","131457","29520"
"2014","DRC","Water, Sanitation and Hygiene","5334349.6304","869583","71227"
"2014","ETH","Emergency Shelter and NFI","700000","0","0"
"2014","ETH","Health","436123.44","0","0"
"2014","ETH","Logistics","2026626.67","0","0"
"2014","ETH","Nutrition","6747753.15","0","0"
"2014","ETH","Water, Sanitation and Hygiene","5531485.04","0","0"
"2014","HTI","Coordination and Support Services","1014028.07","0","0"
"2014","HTI","Health","1316639.99","0","0"
"2014","HTI","Multi-Sector","249549.68","0","0"
"2014","HTI","Nutrition","1174350.56","0","0"
"2014","HTI","Water, Sanitation and Hygiene","373923.56","0","0"
"2014","MMR","Education","530981","0","0"
"2014","MMR","Health","630901.04","0","0"
"2014","MMR","Protection","1063692.56","0","0"
"2014","MMR","Water, Sanitation and Hygiene","862355.04","0","0"
"2014","PSE","Education","1058250.24","0","0"
"2014","PSE","Emergency Shelter and NFI","1473621.72","0","0"
"2014","PSE","Food Security","8036475.17","0","0"
"2014","PSE","Health","1497963.19","0","0"
"2014","PSE","Protection","2693833.5300000003","0","0"
"2014","PSE","Water, Sanitation and Hygiene","2761436.11","0","0"
"2014","PAK","Education","723614.71","0","0"
"2014","PAK","Emergency Shelter and NFI","1200656.3900000001","0","0"
"2014","PAK","Food Security","750037.71","0","0"
"2014","PAK","Health","1461179.9","0","0"
"2014","PAK","Nutrition","1563002.5499999998","0","0"
"2014","PAK","Protection","1005526.8","0","0"
"2014","PAK","Water, Sanitation and Hygiene","180775","0","0"
"2014","SDN","Camp Coordination / Management","3192253.58","90940","91583"
"2014","SDN","Coordination and Support Services","2138398.51","400150","1062029"
"2014","SDN","Early Recovery","988450.71","174352","109603"
"2014","SDN","Education","5617284.01","158845","173914"
"2014","SDN","Emergency Shelter and NFI","5517286.77","2231867","1921500"
"2014","SDN","Food Security","6889410.33","1317742","970580"
"2014","SDN","Health","9938634","8136866","8208203"
"2014","SDN","Logistics","3250684.95","178200","135000"
"2014","SDN","Nutrition","5829617.11","859935","1765002"
"2014","SDN","Protection","4669250.13","649940","479649"
"2014","SDN","Water, Sanitation and Hygiene","7081451.82","1425594","1334049"
"2014","SYR","Camp Coordination / Management","399741.89","62225","75604"
"2014","SYR","Education","401959.41","22547","23597"
"2014","SYR","Emergency Shelter and NFI","2390462.82","136620","134356"
"2014","SYR","Food Security","2108627.51","32590","74055"
"2014","SYR","Health","2501189.15","118096","105383"
"2014","SYR","Protection","399040.02","12875","16433"
"2014","SYR","Water, Sanitation and Hygiene","829276.75","232552","209645"
"2014","YEM","Coordination and Support Services","28872.58","0","0"
"2014","YEM","Education","605599.3","0","0"
"2014","YEM","Emergency Shelter and NFI","4167437.0100000002","0","0"
"2014","YEM","Food Security","1468198.71","0","0"
"2014","YEM","Health","4659418.24","0","0"
"2014","YEM","Logistics","992960","0","0"
"2014","YEM","Multi-Sector","348525.75","0","0"
"2014","YEM","Nutrition","2037108.52","0","0"
"2014","YEM","Protection","3544495.75","0","0"
"2014","YEM","Water, Sanitation and Hygiene","1944678.71","0","0"
"2013","IDN","Education","180481.49","0","0"
"2013","IDN","Emergency Shelter and NFI","105552.62","0","0"
"2013","KEN","Emergency Shelter and NFI","162754.84","0","0"
"2013","KEN","Multi-Sector","149597.17","0","0"
"2013","ZWE","Emergency Shelter and NFI","247900.54","0","0"
"2013","ZWE","Food Security","224994.25","0","0"
"2013","COL","Emergency Shelter and NFI","107944.58","0","0"
"2013","COL","Food Security","641570.31","0","0"
"2013","COL","Water, Sanitation and Hygiene","150000","0","0"
"2013","DRC","Coordination and Support Services","508270","20259","0"
"2013","DRC","Education","665000","32091","0"
"2013","DRC","Emergency Shelter and NFI","1008805","33269","0"
"2013","DRC","Food Security","875000","23238","0"
"2013","DRC","Health","1163009","305923","0"
"2013","DRC","Logistics","1154994.44","103183","0"
"2013","DRC","Nutrition","261000","3290","0"
"2013","DRC","Protection","888820","772975","0"
"2013","DRC","Water, Sanitation and Hygiene","1645000","655656","0"
"2013","ETH","Education","368884","0","0"
"2013","ETH","Food Security","1348484.72","0","0"
"2013","ETH","Multi-Sector","160512.43","0","0"
"2013","ETH","Nutrition","5477865.82","0","0"
"2013","ETH","Protection","3058421.77","0","0"
"2013","HTI","Coordination and Support Services","197235.29","0","0"
"2013","HTI","Health","248775","0","0"
"2013","HTI","Multi-Sector","499234.07999999996","0","0"
"2013","MMR","Water, Sanitation and Hygiene","78945","0","0"
"2013","PSE","Emergency Shelter and NFI","247725","0","0"
"2013","PSE","Health","204798","0","0"
"2013","PSE","Water, Sanitation and Hygiene","300000","0","0"
"2013","PAK","Education","499649","0","0"
"2013","PAK","Emergency Shelter and NFI","2370449","0","0"
"2013","PAK","Food Security","2058800","0","0"
"2013","PAK","Health","718744.47","0","0"
"2013","PAK","Multi-Sector","1982785.96","0","0"
"2013","PAK","Protection","62188","0","0"
"2013","PAK","Water, Sanitation and Hygiene","224764","0","0"
"2013","SDN","Nutrition","80000","0","0"
"2013","SDN","Protection","80000","0","0"
"2013","SDN","Water, Sanitation and Hygiene","650000","20290","80774"
"2013","YEM","Coordination and Support Services","457596.2","0","0"
"2013","YEM","Early Recovery","644375.4","0","0"
"2013","YEM","Emergency Shelter and NFI","654573.5","0","0"
"2013","YEM","Food Security","485003","0","0"
"2013","YEM","Health","2406144.33","0","0"
"2013","YEM","Logistics","488300","0","0"
"2013","YEM","Multi-Sector","1468095.29","0","0"
"2013","YEM","Nutrition","512456.61","0","0"
"2013","YEM","Protection","233839.27000000002","0","0"
